Class	Type	Prop	Disabled	Order
MapExtSettings	int	LeisureCandidateCap		42
MapExtSettings	int	FindHomeCandidateCap		43
MapExtSettings	int	LandValueEnvironmentEffect		44
MapExtSettings	int	ServiceBonusCapMultiplier		45
MapExtSettings	int	RentMultiplierResidential		46
MapExtSettings	int	RentMultiplierCommercial		47
MapExtSettings	int	RentMultiplierIndustrial		48
MapExtSettings	int	LandValueFactorResidential		49
MapExtSettings	int	LandValueFactorCommercial		50
MapExtSettings	int	LandValueFactorIndustrial		51
MapExtSettings	int	LevelFactorResidential		52
MapExtSettings	int	LevelFactorCommercial		53
MapExtSettings	int	LevelFactorIndustrial		54
MapExtSettings	bool	EnableVanillaConversion		55
MapExtSettings	bool	DisableWorldBackdrop		56
MapExtSettings	bool	NoDogsOnStreet		57
MapExtSettings	bool	NoDogsGeneration		58
MapExtSettings	bool	NoDogsPurge		59
MapExtSettings	int	CurrentPetCount	TRUE	60
MapExtSettings	bool	NoThroughTraffic		61
MapExtSettings	bool	TerrainBrushRoadBlock		62
MapExtSettings	float	TerrainBrushRoadMargin		63
MapExtSettings	EditorCollisionSkipMode	EditorCollisionSkip		64
MapExtSettings	int	UIFontSize		65
MapExtSettings	int	UIMenuPanelWidth		66
MapExtSettings	int	UIDetailPanelWidth		67
MapExtSettings	int	UIPanelHeight		68
MapExtSettings	bool	DashboardDefaultCityStats	TRUE	69
MapExtSettings	bool	DashboardDefaultResidential	TRUE	70
MapExtSettings	bool	DashboardDefaultCommercial	TRUE	71
MapExtSettings	bool	DashboardDefaultActivity	TRUE	72
MapExtSettings	bool	DashboardDefaultMisc	TRUE	73
MapExtSettings	string	PopDiagData	TRUE	74
MapExtSettings	bool	DisableLoadGameValidation	TRUE	75
MapExtSettings	bool	EnableVehicleRescue	TRUE	76
MapExtSettings	bool	EnableRescueDebugLog	TRUE	77
MapExtSettings	string	GhostVehicleScanData		78
MapTextureReplacerSettings	bool	InUniversalModMenu		1
MapTextureReplacerSettings	bool	ShowDownloadedPacks		2
MapTextureReplacerSettings	bool	ShowLocalPacks		3
MapTextureReplacerSettings	bool	ShowCameraHeight		4
MapTextureReplacerSettings	string	ActiveDropdown	TRUE	5
MapTextureReplacerSettings	string	TextureSelectData		6
MapTextureReplacerSettings	string	TilingFloatData		7
MapTextureReplacerSettings	Vector4	CurrentTilingVector	TRUE	8
MapTextureReplacerSettings	int	MakeSureSave		9
MertsToolBoxSettings	ProxyBinding	OpenShapeToolKey		1
MertsToolBoxSettings	ProxyBinding	OpenHelixToolKey		2
MertsToolBoxSettings	ProxyBinding	OpenSoftBlockToolKey		3
MertsToolBoxSettings	ProxyBinding	OpenGridToolKey		4
MertsToolBoxSettings	ProxyBinding	UndoToolParameterKey		5
MertsToolBoxSettings	ProxyBinding	RedoToolParameterKey		6
MertsToolBoxSettings	bool	SuppressCrosswalks		7
MertsToolBoxSettings	int	DefaultShapeDimension		8
MertsToolBoxSettings	bool	UseCtrlWheelForShapeDimensionAdjustment		9
MertsToolBoxSettings	int	DefaultHelixDiameter		10
MertsToolBoxSettings	float	DefaultTurns		11
MertsToolBoxSettings	float	DefaultClearance		12
MertsToolBoxSettings	bool	UseCtrlWheelForHelixTurnAdjustment		13
MertsToolBoxSettings	int	DefaultSoftBlockWidth		14
MertsToolBoxSettings	int	DefaultSoftBlockLength		15
MertsToolBoxSettings	float	DefaultSoftBlockBorderRadius		16
MertsToolBoxSettings	bool	UseCtrlWheelForSoftBlockBorderRadius		17
MertsToolBoxSettings	int	DefaultBlockWidthU		18
MertsToolBoxSettings	int	DefaultBlockLengthU		19
MertsToolBoxSettings	int	DefaultColumns		20
MertsToolBoxSettings	int	DefaultRows		21
MeshStatsViewerSettings	bool	EnableVanilla		1
MeshStatsViewerSettings	View	ViewChooser		2
MeshStatsViewerSettings	int	LOD1Threshold		3
MeshStatsViewerSettings	int	LOD2Threshold		4
MeshStatsViewerSettings	int	TrisThreshold		5
MeshStatsViewerSettings	int	VolumeThreshold		6
MeshStatsViewerSettings	bool	CheekyMode		7
MetroDiagramSettings	string	InterfaceLanguage		1
MetroDiagramSettings	string	InstalledVersion		2
MetroDiagramSettings	string	ExportDirectory		3
MetroDiagramSettings	string	InGamePreviewLayout		4
MetroDiagramSettings	bool	InGamePreviewGeographicDefaultApplied		5
MetroDiagramSettings	bool	InGamePreviewShowGenericStationNames		6
MetroDiagramSettings	bool	InGamePreviewHideCrowdedLabels		7
MetroDiagramSettings	bool	ExportPassengerIntercityRailDevelopment		8
MouseLightSettings	bool	EnableCursorLight		1
MouseLightSettings	float	IntensityMultiplier		2
MouseLightSettings	float	RangeMultiplier		3
MouseLightSettings	float	Red		4
MouseLightSettings	float	Green		5
MouseLightSettings	float	Blue		6
MoveItSettings	bool	InvertRotation		1
MoveItSettings	bool	ExtraDebugLogging	TRUE	2
MoveItSettings	bool	ShowDebugPanel	TRUE	3
MoveItSettings	bool	HideMoveItIcon		4
MoveItSettings	bool	ShowDebugLines	TRUE	5
MoveItSettings	bool	HasShownMConflictPanel		6
MoveItSettings	ProxyBinding	Key_ToggleTool		7
MoveItSettings	ProxyBinding	Key_ToggleMarquee		8
MoveItSettings	ProxyBinding	Key_ToggleManip		9
MoveItSettings	ProxyBinding	Key_Undo		10
MoveItSettings	ProxyBinding	Key_Redo		11
MoveItSettings	ProxyBinding	Key_DeselectAll		12
MoveItSettings	ProxyBinding	Key_FiltersToggle		13
MoveItSettings	ProxyBinding	Key_MoveDown		14
MoveItSettings	ProxyBinding	Key_MoveDown2		15
MoveItSettings	ProxyBinding	Key_MoveUp		16
MoveItSettings	ProxyBinding	Key_MoveUp2		17
MoveItSettings	ProxyBinding	Key_Dejank		18
MoveItSettings	ProxyBinding	Key_DebugFreeze		19
MoveItSettings	ProxyBinding	Key_DebugClear		20
MoveItSettings	ProxyBinding	Key_TB_TerrainHeight		21
MoveItSettings	ProxyBinding	Key_TB_ObjectHeight		22
MoveItSettings	ProxyBinding	Key_TB_ObjAngleGroup		23
MoveItSettings	ProxyBinding	Key_TB_ObjAngleIndiv		24
MoveItSettings	ProxyBinding	ApplyMimic		25
MoveItSettings	ProxyBinding	CancelMimic		26
NaturalRegrowthSettings	int	ReproductionRate		1
NaturalRegrowthSettings	int	LocalDensityCap		2
NaturalRegrowthSettings	int	SpawnRadius		3
NaturalRegrowthSettings	int	GrowthRate		4
NavigationViewSettings	int	RefreshFrequency		1
NavigationViewSettings	bool	Enabled		2
NetworkToolsSettings	string	DistanceUnit		1
NetworkToolsSettings	ProxyBinding	ToggleToolPanel		2
NetworkToolsSettings	ProxyBinding	OpenTool1		3
NetworkToolsSettings	ProxyBinding	OpenTool2		4
NetworkToolsSettings	ProxyBinding	OpenTool3		5
NetworkToolsSettings	ProxyBinding	OpenTool4		6
NetworkToolsSettings	ProxyBinding	OpenTool5		7
NetworkToolsSettings	ProxyBinding	OpenTool6		8
NetworkToolsSettings	ProxyBinding	OpenTool7		9
NetworkToolsSettings	ProxyBinding	OpenTool8		10
NetworkToolsSettings	ProxyBinding	OpenTool9		11
NetworkToolsSettings	ProxyBinding	ApplyTransformation		12
NetworkToolsSettings	bool	DebugMode	TRUE	13
NetworkToolsSettings	int	SavedSelectedSnaps		14
NetworkToolsSettings	int	SavedSelectedTargets		15
NetworkToolsSettings	int	SavedSelectedViews		16
NetworkToolsSettings	bool	SavedAnarchyEnabled		17
NetworkToolsSettings	string	SavedParameterValues		18
NoDeadTreesSettings	DeadTreeReplacementType	DeadTreeReplacementTypeDropdown		1
NodeControllerSettings	bool	EnableMouseRotation		1
NodeControllerSettings	bool	EnableScrollWheelFreeForm		2
NodeControllerSettings	bool	DisableBindings		3
NodeControllerSettings	ButtonPosition	ButtonPosition		4
NodeControllerSettings	StraightenMode	StraightenMode		5
NodeControllerSettings	float	StraightenAngle		6
NodeControllerSettings	int	ScrollWheelRotationAnglePositive		7
NodeControllerSettings	int	ScrollWheelRotationAngleNegative		8
NodeControllerSettings	int	ScrollWheelVerticalPositiveIncrement		9
NodeControllerSettings	int	ScrollWheelVerticalNegativeIncrement		10
NodeControllerSettings	int	ScrollWheelYPositiveIncrement		11
NodeControllerSettings	int	ScrollWheelYNegativeIncrement		12
NodeControllerSettings	int	ScrollWheelXPositiveIncrement		13
NodeControllerSettings	int	ScrollWheelXNegativeIncrement		14
NoMoreSignsSettings	bool	HideSigns		1
NoMoreSignsSettings	bool	HideTrafficLights		2
NoMoreSignsSettings	bool	HideStreetLights		3
NoMoreSignsSettings	bool	HideProps		4
NoMoreSignsSettings	bool	HideSpeedMarkings		5
NoMoreSignsSettings	bool	HideRoadArrows		6
NoMoreSignsSettings	bool	HighwayHideSigns		7
NoMoreSignsSettings	bool	HighwayHideTrafficLights		8
NoMoreSignsSettings	bool	HighwayHideStreetLights		9
NoMoreSignsSettings	bool	HighwayHideProps		10
NoMoreSignsSettings	bool	HighwayHideSpeedMarkings		11
NoMoreSignsSettings	bool	HighwayHideRoadArrows		12
NoPollutionSettings	bool	NoisePollutionToggle		1
NoPollutionSettings	float	NoisePollutionSlider		2
NoPollutionSettings	bool	GroundPollutionToggle		3
NoPollutionSettings	float	GroundPollutionSlider		4
NoPollutionSettings	bool	AirPollutionToggle		5
NoPollutionSettings	float	AirPollutionSlider		6
NoPollutionSettings	bool	NetPollutionToggle		7
NoPollutionSettings	float	NetPollutionSlider1		8
NoPollutionSettings	float	NetPollutionSlider2		9
NoPollutionSettings	float	NetPollutionAccumulationSlider1		10
NoPollutionSettings	float	NetPollutionAccumulationSlider2		11
NoPollutionSettings	GroundWaterPollutionReductionRate	GroundWaterPollutionReductionRate		12
NoPollutionSettings	bool	WaterPollutionDecayInstantToggle		13
NoPollutionSettings	int	WaterPollutionDecayRateSlider		14
NoPollutionSettings	float	GroundMultiplier		15
NoPollutionSettings	float	AirMultiplier		16
NoPollutionSettings	float	NoiseMultiplier		17
NoPollutionSettings	float	NetAirMultiplier		18
NoPollutionSettings	float	NetNoiseMultiplier		19
NoPollutionSettings	float	PlantAirMultiplier		20
NoPollutionSettings	float	PlantGroundMultiplier		21
NoPollutionSettings	float	FertilityGroundMultiplier		22
NoPollutionSettings	float	AbandonedNoisePollutionMultiplier		23
NoPollutionSettings	float	AirRadius		24
NoPollutionSettings	float	GroundRadius		25
NoPollutionSettings	float	NoiseRadius		26
NoPollutionSettings	float	NetNoiseRadius		27
NoPollutionSettings	int	AirFade		28
NoPollutionSettings	int	GroundFade		29
NoPollutionSettings	float	PlantFade		30
NoPollutionSettings	float	AirPollutionNotificationLimit		31
NoPollutionSettings	float	NoisePollutionNotificationLimit		32
NoPollutionSettings	float	GroundPollutionNotificationLimit		33
NoPollutionSettings	float	WindAdvectionSpeed		34
NoPollutionSettings	float	DistanceExponent		35
NoPollutionSettings	float	HomelessNoisePollution		36
NoPollutionSettings	float	GroundPollutionLandValueDivisor		37
NoSpeedLimitMarkingDecalsSettings	bool	HideSpeedLimitMarkings		1
NoSpeedLimitMarkingDecalsSettings	bool	DetailedLogging	TRUE	2
NoVehicleDespawnSettings	bool	trafficDespawnDisabled	TRUE	1
NoVehicleDespawnSettings	DespawnBehavior	despawnBehavior	TRUE	2
NoVehicleDespawnSettings	bool	highlightStuckObjects		3
NoVehicleDespawnSettings	int	deadlockLingerFrames		4
NoVehicleDespawnSettings	bool	removeBlockerOnly		5
NoVehicleDespawnSettings	bool	attemptReroute	TRUE	6
NoVehicleDespawnSettings	int	attemptRerouteFrames	TRUE	7
NoVehicleDespawnSettings	int	deadlockSearchDepth		8
NoVehicleDespawnSettings	int	maxStuckObjectRemovalCount		9
NoVehicleDespawnSettings	int	maxStuckObjectSpeed		10
NoVehicleDespawnSettings	bool	despawnAll		11
NoVehicleDespawnSettings	bool	despawnCommercialVehicles		12
NoVehicleDespawnSettings	bool	despawnPedestrians		13
NoVehicleDespawnSettings	bool	despawnBicycles		14
NoVehicleDespawnSettings	bool	despawnPersonalVehicles		15
NoVehicleDespawnSettings	bool	despawnPublicTransit		16
NoVehicleDespawnSettings	bool	despawnTrains		17
NoVehicleDespawnSettings	bool	despawnTrams		18
NoVehicleDespawnSettings	bool	despawnServiceVehicles		19
NoVehicleDespawnSettings	bool	despawnTaxis		20
NoVehicleTrailersSettings	bool	disableCarTrailers		1
OSMExportSettings	OSMExportSystem.Direction	NorthOverride		1
OSMExportSettings	bool	EnableMotorways		2
OSMExportSettings	bool	EnableAccurateWays	TRUE	3
OSMExportSettings	bool	EnableAccurateTrams		4
OSMExportSettings	int	WaterResolution		5
OSMExportSettings	string	FileName	TRUE	6
OSMExportSettings	int	ZoomLevel		7
OSMExportSettings	OSMExportSystem.Style	Ruleset		8
OSMExportSettings	bool	EnableContours		9
OSMExportSettings	bool	EnableTrees		10
OSMExportSettings	bool	EnableNonstandardTransit		11
OSMExportSettings	bool	EnableNonstandardTaxi		12
OSMExportSettings	bool	EnableNonstandardBus		13
OSMExportSettings	bool	EnableNonstandardTram		14
OSMExportSettings	bool	EnableNonstandardTrain		15
OSMExportSettings	bool	EnableNonstandardSubway		16
OSMExportSettings	bool	EnableNonstandardShip	TRUE	17
OSMExportSettings	bool	EnableNonstandardAirplane	TRUE	18
OutsideTrafficAdjusterSettings	float	RoadMultiplier		1
OutsideTrafficAdjusterSettings	float	TrainMultiplier		2
OutsideTrafficAdjusterSettings	float	ShipMultiplier		3
OutsideTrafficAdjusterSettings	float	PlaneMultiplier		4
ParkingControlSettings	ParkingScope	Scope		1
ParkingControlSettings	bool	ShowInstructions		2
ParkingControlSettings	bool	ShowStatus		3
ParkingControlSettings	bool	VerboseLog	TRUE	4
ParkingFeeControlSettings	bool	Enabled		1
ParkingFeeControlSettings	bool	DebugLogging	TRUE	2
ParkingFeeControlSettings	UpdateFrequency	UpdateFrequencyMinutes		3
ParkingFeeControlSettings	IgnoreTagType	IgnoreTag		4
ParkingMonitorSettings	int	parkingRowCount		1
ParkingMonitorSettings	int	defaultRowsPerDistrict		2
ParkingMonitorSettings	SortOrder	districtSortOrder		3
ParkingMonitorSettings	InitialValue	initialState		4
ParkingPricingSettings	bool	EnableForLot		1
ParkingPricingSettings	int	TargetOccupancyLot		2
ParkingPricingSettings	int	StandardPriceLot		3
ParkingPricingSettings	int	MaxPriceIncreaseLot		4
ParkingPricingSettings	int	MaxPriceDiscountLot		5
ParkingPricingSettings	bool	EnableForStreet		6
ParkingPricingSettings	int	TargetOccupancyStreet		7
ParkingPricingSettings	int	StandardPriceStreet		8
ParkingPricingSettings	int	MaxPriceIncreaseStreet		9
ParkingPricingSettings	int	MaxPriceDiscountStreet		10
ParkingPricingSettings	UpdateFreqEnum	UpdateFreq		11
PaulovsRentModSettings	bool	ModEnabled		1
PaulovsRentModSettings	float	RentMultiplier		2
PaulovsUKEconomySettings	bool	Toggle		1
PaulovsUKEconomySettings	int	IntSlider		2
PaulovsUKEconomySettings	int	IntDropdown		3
PaulovsUKEconomySettings	SomeEnum	EnumDropdown		4
PaulovsUKEconomySettings	ProxyBinding	KeyboardBinding		5
PaulovsUKEconomySettings	ProxyBinding	MouseBinding		6
PaulovsUKEconomySettings	ProxyBinding	GamepadBinding		7
PaulovsUKEconomySettings	ProxyBinding	FloatBindingNegative		8
PaulovsUKEconomySettings	ProxyBinding	FloatBindingPositive		9
PaulovsUKEconomySettings	ProxyBinding	Vector2BindingDown		10
PaulovsUKEconomySettings	ProxyBinding	Vector2BindingUp		11
PaulovsUKEconomySettings	ProxyBinding	Vector2BindingLeft		12
PaulovsUKEconomySettings	ProxyBinding	Vector2BindingRight		13
PinboardSettings	ProxyBinding	TogglePanelKey		1
PinboardSettings	string	SelectedCollectionId		2
PinboardSettings	string	SelectedFilterId		3
PlanboardSettings	ProxyBinding	TogglePanel		1
PlanboardSettings	ProxyBinding	PlaceMarker		2
PlanboardSettings	bool	UseVanillaToolBindings		3
PlanboardSettings	ProxyBinding	ApplyPlacement		4
PlanboardSettings	ProxyBinding	CancelPlacement		5
PlanboardSettings	bool	ShowCompletedMarkers		6
PlanboardSettings	bool	ShowAllTitles		7
PlanboardSettings	string	DeadlineMode		8
PlanboardSettings	string	DateFormat		9
PlanboardSettings	string	ToolbarLocation		10
PlanboardSettings	int	WindowLayoutRevision		11
PlatterSettings	bool	EnableOverlayForTools		1
PlatterSettings	ProxyBinding	PlatterOpenPanel		2
PlatterSettings	ProxyBinding	PlatterToggleRender		3
PlatterSettings	ProxyBinding	PlatterToggleSpawn		4
PlatterSettings	ProxyBinding	PlatterDepthIncreaseAction		5
PlatterSettings	ProxyBinding	PlatterDepthDecreaseAction		6
PlatterSettings	ProxyBinding	PlatterWidthIncreaseAction		7
PlatterSettings	ProxyBinding	PlatterWidthDecreaseAction		8
PlatterSettings	bool	AllowSpawn		9
PlatterSettings	bool	Modals_FirstLaunchTutorial		10
PlatterSettings	uint	LastViewedChangelogVersion		11
PlatterSettings	bool	RenderParcels		12
PlopShuffleSettings	bool	UseUniversalModMenu		1
PlopShuffleSettings	ProxyBinding	ToggleMarqueeKeyBinding		2
PlopTheGrowablesSettings	bool	SpawnedZoneDespawn		1
PlopTheGrowablesSettings	bool	LockPloppedBuildings		2
PrefabAssetFixesSettings	int	IndustrialCompanyWorker		1
PrefabAssetFixesSettings	bool	Prison		2
PrefabAssetFixesSettings	bool	Hospital		3
PrefabAssetFixesSettings	bool	USSWHospital		4
PrefabAssetFixesSettings	bool	HoveringPoles		5
PrefabAssetFixesSettings	bool	SolarParking		6
PrefabAssetFixesSettings	bool	RSClinic		7
PrefabAssetFixesSettings	bool	LHTBusStation02		8
PrefabAssetFixesSettings	bool	LHTTaxiDepot01		9
PrefabAssetFixesSettings	bool	LHTTramDepot01		10
PrefabAssetFixesSettings	bool	LHTCargoHarbor01		11
PrefabAssetFixesSettings	bool	RHTBusStation01		12
PrefabAssetFixesSettings	bool	NLLowHousehold		13
PrefabAssetFixesSettings	bool	AdditionalTransformers	TRUE	14
PrefabAssetFixesSettings	bool	FRCiltyHall		15
PriceAdjusterSettings	bool	HasSeenWelcome		1
PriceAdjusterSettings	bool	ForceRecalculatePricesButton		2
PriceAdjusterSettings	PresetsEnum	Preset		3
PriceAdjusterSettings	float	RoadPriceMultiplier		4
PriceAdjusterSettings	float	HighwayPriceMultiplier		5
PriceAdjusterSettings	float	RoundaboutPriceMultiplier		6
PriceAdjusterSettings	float	TrainTrackPriceMultiplier		7
PriceAdjusterSettings	float	TramTrackPriceMultiplier		8
PriceAdjusterSettings	float	SubwayTrackPriceMultiplier		9
PriceAdjusterSettings	float	LowVoltagePriceMultiplier		10
PriceAdjusterSettings	float	HighVoltagePriceMultiplier		11
PriceAdjusterSettings	float	WaterPriceMultiplier		12
PriceAdjusterSettings	float	SewagePriceMultiplier		13
PriceAdjusterSettings	bool	ResetCustomPricesButton		14
PriceAdjusterSettings	float	RoadUpkeepMultiplier		15
PriceAdjusterSettings	float	HighwayUpkeepMultiplier		16
PriceAdjusterSettings	float	TrainTrackUpkeepMultiplier		17
PriceAdjusterSettings	float	TramTrackUpkeepMultiplier		18
PriceAdjusterSettings	float	SubwayTrackUpkeepMultiplier		19
PriceAdjusterSettings	float	LowVoltageUpkeepMultiplier		20
PriceAdjusterSettings	float	HighVoltageUpkeepMultiplier		21
PriceAdjusterSettings	float	WaterUpkeepMultiplier		22
PriceAdjusterSettings	float	SewageUpkeepMultiplier		23
PrisonOverflowManagerSettings	bool	EnableMod		1
PrisonOverflowManagerSettings	bool	EnableSoftScaling		2
PrisonOverflowManagerSettings	int	BacklogThreshold		3
PrisonOverflowManagerSettings	int	ScaleFactor		4
PrisonOverflowManagerSettings	bool	EnableEarlyRelease		5
PrisonOverflowManagerSettings	int	ReleaseGraceDays		6
PrisonOverflowManagerSettings	int	SweepsPerDay		7
ProgressionControlsSettings	bool	EnableCustomProgression		1
ProgressionControlsSettings	ProgressionPreset	Preset		2
ProgressionControlsSettings	float	XpPerResident		3
ProgressionControlsSettings	int	VanillaXpPercentage		4
ProgressionControlsSettings	ProgressionPreset	AppliedPreset		5
ProgressionControlsSettings	float	AppliedXpPerResident		6
ProgressionControlsSettings	int	AppliedVanillaXpPercentage		7
ProgressionControlsSettings	PopulationEvaluationCadence	PopulationEvaluationCadence		8
ProgressionControlsSettings	PopulationXpAwardCadence	PopulationXpAwardCadence		9
RailwaySignalsSettings	bool	enableSignals		1
RailwaySignalsSettings	bool	signalSubwayTracks		2
RailwaySignalsSettings	bool	holdTrainsAtSignals		3
RailwaySignalsSettings	int	holdReleaseSeconds		4
RailwaySignalsSettings	int	intermediateBlockSpacing		5
RailwaySignalsSettings	bool	intermediateOnBidirectionalTrack		6
RailwaySignalsSettings	int	minBlockLength		7
RailwaySignalsSettings	int	mediumSpeedCurveRadius		8
RailwaySignalsSettings	int	mediumSpeedLimit		9
RailwaySignalsSettings	int	mediumSpeedBlockLength		10
RailwaySignalsSettings	int	minGantryTracks		11
RailwaySignalsSettings	float	maxGantryWidth		12
RailwaySignalsSettings	float	maxGantryTrackGap		13
RailwaySignalsSettings	float	gantryAlignTolerance		14
RailwaySignalsSettings	float	minGantryTrackSeparation		15
RailwaySignalsSettings	float	adjustSetback		16
RailwaySignalsSettings	float	adjustLateral		17
RailwaySignalsSettings	float	adjustHeight		18
RailwaySignalsSettings	float	adjustHeadSpacing		19
RailwaySignalsSettings	float	adjustGantryMargin		20
RailwaySignalsSettings	float	adjustGantryLateral		21
RailwaySignalsSettings	float	adjustGantryHeadHeight		22
RailwaySignalsSettings	float	adjustGantryHeadSide		23
RailwaySignalsSettings	float	adjustGantryHeadForward		24
RealisticAlignmentSettings	CountryStandard	RailStandardSetting		1
RealisticAlignmentSettings	bool	UseSBahnStandardsForSubway		2
RealisticFundingAndManagementSettings	bool	Enabled		1
RealisticFundingAndManagementSettings	bool	BenefitsFundedByTreasury		2
RealisticFundingAndManagementSettings	float	PensionPercent		3
RealisticFundingAndManagementSettings	float	UnemploymentBenefitPercent		4
RealisticFundingAndManagementSettings	float	FamilyAllowancePercent		5
RealisticIndustrialPowerConsumptionSettings	bool	EnableMod		1
RealisticIndustrialPowerConsumptionSettings	int	IndustrialPowerConsumption		2
RealisticIndustrialPowerConsumptionSettings	int	SmallMultiplier		3
RealisticIndustrialPowerConsumptionSettings	int	MediumMultiplier		4
RealisticIndustrialPowerConsumptionSettings	int	LargeMultiplier		5
RealisticIndustrialPowerConsumptionSettings	int	VeryLargeMultiplier		6
RealisticIndustrialPowerConsumptionSettings	int	HugeMultiplier		7
RealisticIndustrialPowerConsumptionSettings	int	MassiveMultiplier		8
RealisticIndustrialPowerConsumptionSettings	int	GiganticMultiplier		9
RealisticJobSearchSettings	bool	debug	TRUE	1
RealisticJobSearchSettings	float	weight_free_jobs		2
RealisticJobSearchSettings	float	weight_total_jobs		3
RealisticJobSearchSettings	float	alpha_jobs		4
RealisticJobSearchSettings	float	beta_minute		5
RealisticJobSearchSettings	float	min_accept		6
RealisticJobSearchSettings	float	max_accept		7
RealisticParkingSettings	bool	EnableInducedDemand		1
RealisticParkingSettings	string	InducedDemandPreset		2
RealisticParkingSettings	int	InducedDemandInitialTolerance		3
RealisticParkingSettings	float	InducedDemandQueueSizePerSpot		4
RealisticParkingSettings	bool	EnableRerouteDistance		5
RealisticParkingSettings	int	RerouteDistance		6
RealisticParkingSettings	bool	EnableParkingMins		7
RealisticParkingSettings	float	GarageSpotsPerResProp		8
RealisticParkingSettings	float	GarageSpotsPerWorker		9
RealisticPathFindingSettings	float	car_mode_weight		1
RealisticPathFindingSettings	float	min_turn_agle_deg		2
RealisticPathFindingSettings	float	max_turn_agle_deg		3
RealisticPathFindingSettings	float	base_turn_penalty		4
RealisticPathFindingSettings	float	game_turn_cost_multiplier		5
RealisticPathFindingSettings	float	game_uturn_cost_multiplier		6
RealisticPathFindingSettings	float	uturn_threshold_deg		7
RealisticPathFindingSettings	float	uturn_sec_penalty		8
RealisticPathFindingSettings	float	collector_bias		9
RealisticPathFindingSettings	float	local_bias		10
RealisticPathFindingSettings	float	alleyway_bias		11
RealisticPathFindingSettings	float	waiting_time_factor		12
RealisticPathFindingSettings	float	transfer_penalty		13
RealisticPathFindingSettings	float	feeder_trunk_transfer_penalty		14
RealisticPathFindingSettings	float	scheduled_wt_factor		15
RealisticPathFindingSettings	float	crowdness_factor		16
RealisticPathFindingSettings	float	crowdness_stop_threashold		17
RealisticPathFindingSettings	float	bus_mode_weight		18
RealisticPathFindingSettings	float	tram_mode_weight		19
RealisticPathFindingSettings	float	subway_mode_weight		20
RealisticPathFindingSettings	float	train_mode_weight		21
RealisticPathFindingSettings	float	ferry_mode_weight		22
RealisticPathFindingSettings	float	nonbus_buslane_penalty_sec		23
RealisticPathFindingSettings	float	taxi_passengers_waiting_threashold		24
RealisticPathFindingSettings	float	taxi_fare_increase		25
RealisticPathFindingSettings	float	average_walk_speed_child		26
RealisticPathFindingSettings	float	average_walk_speed_teen		27
RealisticPathFindingSettings	float	average_walk_speed_adult		28
RealisticPathFindingSettings	float	average_walk_speed_elderly		29
RealisticPathFindingSettings	bool	disable_ped_cost		30
RealisticPathFindingSettings	float	ped_walk_time_factor		31
RealisticPathFindingSettings	float	walk_long_comfort_m		32
RealisticPathFindingSettings	float	walk_long_ramp_m		33
RealisticPathFindingSettings	float	walk_long_min_mult		34
RealisticPathFindingSettings	float	ped_crosswalk_factor		35
RealisticPathFindingSettings	float	ped_unsafe_crosswalk_factor		36
RealisticPathFindingSettings	float	cong_alpha		37
RealisticPathFindingSettings	float	cong_min_push_sec		38
RealisticPathFindingSettings	float	cong_max_ratio		39
RealisticPathFindingSettings	float	cong_max_density		40
RealisticPathFindingSettings	float	cong_min_ff_mps		41
RealisticPathFindingSettings	float	cong_min_sample_sec		42
RealisticPathFindingSettings	int	bike_teen_percent		43
RealisticPathFindingSettings	int	bike_adult_percent		44
RealisticPathFindingSettings	int	bike_senior_percent		45
RealisticPathFindingSettings	float	bike_short_comfort_m		46
RealisticPathFindingSettings	float	bike_short_min_mult		47
RealisticPathFindingSettings	float	bike_long_comfort_m		48
RealisticPathFindingSettings	float	bike_long_ramp_m		49
RealisticPathFindingSettings	float	bike_long_min_mult		50
RealisticPathFindingSettings	float	choice_tau_sec		51
RealisticTimeAndTrafficSettings	bool	CustomTimeFlow		1
RealisticTimeAndTrafficSettings	int	DaysPerMonth		2
RealisticTimeAndTrafficSettings	DateFormatEnum	DateFormat		3
RealisticTimeAndTrafficSettings	float	SlowerTimeFactor		4
RealisticTimeAndTrafficSettings	bool	SyncCitizenAging		5
RealisticTimeAndTrafficSettings	bool	TrafficReduction		6
RealisticTimeAndTrafficSettings	int	TrafficReductionLevel		7
RealisticTimeAndTrafficSettings	bool	DebugLogging	TRUE	8
RealisticTripsSettings	SettingsEnum	settings_choice		1
RealisticTripsSettings	float	average_commute		2
RealisticTripsSettings	float	commute_top10per		3
RealisticTripsSettings	int	evening_share		4
RealisticTripsSettings	int	nonday_office_share		5
RealisticTripsSettings	int	nonday_commercial_share		6
RealisticTripsSettings	int	nonday_industry_share		7
RealisticTripsSettings	int	nonday_cityservices_share		8
RealisticTripsSettings	int	night_share		9
RealisticTripsSettings	float	delay_factor		10
RealisticTripsSettings	bool	peak_spread		11
RealisticTripsSettings	int	lunch_break_percentage		12
RealisticTripsSettings	int	remote_percentage		13
RealisticTripsSettings	bool	disable_early_shop_leisure		14
RealisticTripsSettings	bool	use_vanilla_timeoff		15
RealisticTripsSettings	float	holidays_per_year		16
RealisticTripsSettings	float	vacation_per_year		17
RealisticTripsSettings	float	meals_weekday		18
RealisticTripsSettings	float	meals_avgday		19
RealisticTripsSettings	float	meals_saturday		20
RealisticTripsSettings	float	meals_sunday		21
RealisticTripsSettings	float	entertainment_weekday		22
RealisticTripsSettings	float	entertainment_avgday		23
